"","taxon","sample.month","variable","value"
"2546","malirekus","b.10","1996",0
"2558","molann","b.10","1996",0
"2570","molophilus","b.10","1996",20.3
"2582","nematoda","b.10","1996",19.45
"2594","neophylax","b.10","1996",0
"2606","nr.pedicia","b.10","1996",4.64
"2618","nymphom","b.10","1996",0
"2630","oligo","b.10","1996",58.01
"2642","ormosia","b.10","1996",0
"2654","paralepto","b.10","1996",0.49
"2666","parapsyche","b.10","1996",0
"2678","pediciaA","b.10","1996",2.04
"2690","pelto","b.10","1996",11.4
"2702","pgoera","b.10","1996",0.02
"2714","pilaria","b.10","1996",0.76
"2726","psilotreta","b.10","1996",1.41
"2738","pslimnoph","b.10","1996",0
"2750","pycno","b.10","1996",30.91
"2762","rhabdom","b.10","1996",0
"2774","rhyacoph","b.10","1996",8.29
"2786","sciara","b.10","1996",4.51
"2798","serratella","b.10","1996",0
"2810","simulium","b.10","1996",0
"2822","soyedina","b.10","1996",0
"2834","sphaerid","b.10","1996",21.93
"2846","stenonema","b.10","1996",27.83
"2858","sweltsa","b.10","1996",0.11
"2870","syrphid","b.10","1996",0
"2882","tanypod","b.10","1996",4.15
"2894","tipula","b.10","1996",436.25
"2906","turbell","b.10","1996",0
"2918","wormsp","b.10","1996",0
"2199","acari","c.11","1996",8.19
"2211","amphinem","c.11","1996",1.82
"2223","anchytar","c.11","1996",29.16
"2235","baetis","c.11","1996",0
"2247","beloneur","c.11","1996",94.48
"2259","ceratopog","c.11","1996",197.18
"2271","chironomid","c.11","1996",95.92
"2283","copepod","c.11","1996",30.6
"2295","corduleg","c.11","1996",30.12
"2307","dicranota","c.11","1996",1.08
"2319","diplosp","c.11","1996",0
"2331","dixa","c.11","1996",5.52
"2343","dolicho","c.11","1996",11.28
"2355","dolophil","c.11","1996",1.96
"2367","ectopria","c.11","1996",0
"2379","elmid","c.11","1996",0
"2391","empid","c.11","1996",1.15
"2403","epeorus","c.11","1996",0
"2415","fattigia","c.11","1996",66.82
"2427","hexatomasp","c.11","1996",81.68
"2439","hydroptila","c.11","1996",0
"2451","isoperla","c.11","1996",0
"2463","lanthus","c.11","1996",45.33
"2475","lepidos","c.11","1996",36.97
"2487","leptotars","c.11","1996",0
"2499","leuctra","c.11","1996",52.47
"2511","limonia","c.11","1996",0.22
"2523","lipsothrix","c.11","1996",0
"2535","lype","c.11","1996",28.99
"2547","malirekus","c.11","1996",0
"2559","molann","c.11","1996",0
"2571","molophilus","c.11","1996",18.63
"2583","nematoda","c.11","1996",9.89
"2595","neophylax","c.11","1996",0
"2607","nr.pedicia","c.11","1996",1.74
"2619","nymphom","c.11","1996",0
"2631","oligo","c.11","1996",125.85
"2643","ormosia","c.11","1996",0
"2655","paralepto","c.11","1996",38.88
"2667","parapsyche","c.11","1996",0
"2679","pediciaA","c.11","1996",162.54
"2691","pelto","c.11","1996",31.94
"2703","pgoera","c.11","1996",0
"2715","pilaria","c.11","1996",0
"2727","psilotreta","c.11","1996",0
"2739","pslimnoph","c.11","1996",0
"2751","pycno","c.11","1996",20.97
"2763","rhabdom","c.11","1996",0
"2775","rhyacoph","c.11","1996",2.56
"2787","sciara","c.11","1996",9.02
"2799","serratella","c.11","1996",0.26
"2811","simulium","c.11","1996",0
"2823","soyedina","c.11","1996",0.84
"2835","sphaerid","c.11","1996",0.11
"2847","stenonema","c.11","1996",92.13
"2859","sweltsa","c.11","1996",0
"2871","syrphid","c.11","1996",0
"2883","tanypod","c.11","1996",3.02
"2895","tipula","c.11","1996",50.1
"2907","turbell","c.11","1996",0
"2919","wormsp","c.11","1996",2.03
"2200","acari","d.12","1996",8.33
"2212","amphinem","d.12","1996",23.39
"2224","anchytar","d.12","1996",0
"2236","baetis","d.12","1996",0
"2248","beloneur","d.12","1996",124.59
"2260","ceratopog","d.12","1996",276.62
"2272","chironomid","d.12","1996",104.7
"2284","copepod","d.12","1996",42.11
"2296","corduleg","d.12","1996",162.97
"2308","dicranota","d.12","1996",0
"2320","diplosp","d.12","1996",26.97
"2332","dixa","d.12","1996",1.17
"2344","dolicho","d.12","1996",14.91
"2356","dolophil","d.12","1996",0
"2368","ectopria","d.12","1996",0
"2380","elmid","d.12","1996",0
"2392","empid","d.12","1996",0
"2404","epeorus","d.12","1996",0
"2416","fattigia","d.12","1996",49.88
"2428","hexatomasp","d.12","1996",217.35
"2440","hydroptila","d.12","1996",0
"2452","isoperla","d.12","1996",0
"2464","lanthus","d.12","1996",340.25
"2476","lepidos","d.12","1996",84.49
"2488","leptotars","d.12","1996",1058.5
"2500","leuctra","d.12","1996",13.22
"2512","limonia","d.12","1996",25.11
"2524","lipsothrix","d.12","1996",91.51
"2536","lype","d.12","1996",1.85
"2548","malirekus","d.12","1996",0
"2560","molann","d.12","1996",2.09
"2572","molophilus","d.12","1996",286.97
"2584","nematoda","d.12","1996",26.78
"2596","neophylax","d.12","1996",0
"2608","nr.pedicia","d.12","1996",29.6
"2620","nymphom","d.12","1996",0
"2632","oligo","d.12","1996",119.75
"2644","ormosia","d.12","1996",0
"2656","paralepto","d.12","1996",0
"2668","parapsyche","d.12","1996",0
"2680","pediciaA","d.12","1996",32.65
"2692","pelto","d.12","1996",135.4
"2704","pgoera","d.12","1996",0.16
"2716","pilaria","d.12","1996",16.27
"2728","psilotreta","d.12","1996",82.98
"2740","pslimnoph","d.12","1996",0
"2752","pycno","d.12","1996",101.89
"2764","rhabdom","d.12","1996",0
"2776","rhyacoph","d.12","1996",12.61
"2788","sciara","d.12","1996",11.93
"2800","serratella","d.12","1996",0
"2812","simulium","d.12","1996",0
"2824","soyedina","d.12","1996",0.84
"2836","sphaerid","d.12","1996",3.58
"2848","stenonema","d.12","1996",7.07
"2860","sweltsa","d.12","1996",0
"2872","syrphid","d.12","1996",0
"2884","tanypod","d.12","1996",8.05
"2896","tipula","d.12","1996",400.64
"2908","turbell","d.12","1996",2.57
"2920","wormsp","d.12","1996",4.79
"2201","acari","e.1","1996",2.11
"2213","amphinem","e.1","1996",4.01
"2225","anchytar","e.1","1996",0
"2237","baetis","e.1","1996",0
"2249","beloneur","e.1","1996",374.78
"2261","ceratopog","e.1","1996",139.75
"2273","chironomid","e.1","1996",72.75
"2285","copepod","e.1","1996",22.53
"2297","corduleg","e.1","1996",49.39
"2309","dicranota","e.1","1996",3.86
"2321","diplosp","e.1","1996",22.77
"2333","dixa","e.1","1996",6.06
"2345","dolicho","e.1","1996",15.39
"2357","dolophil","e.1","1996",0
"2369","ectopria","e.1","1996",0
"2381","elmid","e.1","1996",0
"2393","empid","e.1","1996",1
"2405","epeorus","e.1","1996",0
"2417","fattigia","e.1","1996",257.67
"2429","hexatomasp","e.1","1996",90.19
"2441","hydroptila","e.1","1996",0
"2453","isoperla","e.1","1996",0
"2465","lanthus","e.1","1996",113.78
"2477","lepidos","e.1","1996",108.14
"2489","leptotars","e.1","1996",0
"2501","leuctra","e.1","1996",11.27
"2513","limonia","e.1","1996",28.24
"2525","lipsothrix","e.1","1996",0
"2537","lype","e.1","1996",5.11
"2549","malirekus","e.1","1996",0
"2561","molann","e.1","1996",0
"2573","molophilus","e.1","1996",95.69
"2585","nematoda","e.1","1996",9.45
"2597","neophylax","e.1","1996",0
"2609","nr.pedicia","e.1","1996",52.78
"2621","nymphom","e.1","1996",0
"2633","oligo","e.1","1996",42.42
"2645","ormosia","e.1","1996",0
"2657","paralepto","e.1","1996",23.43
"2669","parapsyche","e.1","1996",0
"2681","pediciaA","e.1","1996",0
"2693","pelto","e.1","1996",177.52
"2705","pgoera","e.1","1996",0
"2717","pilaria","e.1","1996",0
"2729","psilotreta","e.1","1996",41.53
"2741","pslimnoph","e.1","1996",0
"2753","pycno","e.1","1996",119.32
"2765","rhabdom","e.1","1996",0
"2777","rhyacoph","e.1","1996",42.45
"2789","sciara","e.1","1996",10.98
"2801","serratella","e.1","1996",0
"2813","simulium","e.1","1996",0
"2825","soyedina","e.1","1996",0
"2837","sphaerid","e.1","1996",5.14
"2849","stenonema","e.1","1996",43.05
"2861","sweltsa","e.1","1996",0
"2873","syrphid","e.1","1996",0
"2885","tanypod","e.1","1996",6.11
"2897","tipula","e.1","1996",364.54
"2909","turbell","e.1","1996",0
"2921","wormsp","e.1","1996",5.46
"2202","acari","f.2","1996",4.17
"2214","amphinem","f.2","1996",7.79
"2226","anchytar","f.2","1996",0
"2238","baetis","f.2","1996",0.04
"2250","beloneur","f.2","1996",210.37
"2262","ceratopog","f.2","1996",141.7
"2274","chironomid","f.2","1996",78.85
"2286","copepod","f.2","1996",25.93
"2298","corduleg","f.2","1996",0
"2310","dicranota","f.2","1996",5.64
"2322","diplosp","f.2","1996",34.2
"2334","dixa","f.2","1996",0.87
"2346","dolicho","f.2","1996",0
"2358","dolophil","f.2","1996",0
"2370","ectopria","f.2","1996",0
"2382","elmid","f.2","1996",0
"2394","empid","f.2","1996",0
"2406","epeorus","f.2","1996",0
"2418","fattigia","f.2","1996",77.46
"2430","hexatomasp","f.2","1996",87.41
"2442","hydroptila","f.2","1996",0
"2454","isoperla","f.2","1996",13.15
"2466","lanthus","f.2","1996",155.07
"2478","lepidos","f.2","1996",63.47
"2490","leptotars","f.2","1996",0
"2502","leuctra","f.2","1996",48.75
"2514","limonia","f.2","1996",22.2
"2526","lipsothrix","f.2","1996",21.07
"2538","lype","f.2","1996",6.23
"2550","malirekus","f.2","1996",0
"2562","molann","f.2","1996",1.05
"2574","molophilus","f.2","1996",26.07
"2586","nematoda","f.2","1996",6.27
"2598","neophylax","f.2","1996",0
"2610","nr.pedicia","f.2","1996",0
"2622","nymphom","f.2","1996",0
"2634","oligo","f.2","1996",92.83
"2646","ormosia","f.2","1996",0
"2658","paralepto","f.2","1996",4.55
"2670","parapsyche","f.2","1996",0
"2682","pediciaA","f.2","1996",8.58
"2694","pelto","f.2","1996",220.76
"2706","pgoera","f.2","1996",0
"2718","pilaria","f.2","1996",8.79
"2730","psilotreta","f.2","1996",0
"2742","pslimnoph","f.2","1996",0
"2754","pycno","f.2","1996",124.65
"2766","rhabdom","f.2","1996",0
"2778","rhyacoph","f.2","1996",49.81
"2790","sciara","f.2","1996",16.01
"2802","serratella","f.2","1996",0
"2814","simulium","f.2","1996",0
"2826","soyedina","f.2","1996",0
"2838","sphaerid","f.2","1996",21.68
"2850","stenonema","f.2","1996",5.08
"2862","sweltsa","f.2","1996",0
"2874","syrphid","f.2","1996",0
"2886","tanypod","f.2","1996",5.4
"2898","tipula","f.2","1996",500.84
"2910","turbell","f.2","1996",2.05
"2922","wormsp","f.2","1996",12.96
"2203","acari","g.3","1996",9.36
"2215","amphinem","g.3","1996",4.09
"2227","anchytar","g.3","1996",10.57
"2239","baetis","g.3","1996",0
"2251","beloneur","g.3","1996",58.66
"2263","ceratopog","g.3","1996",265.25
"2275","chironomid","g.3","1996",211.8
"2287","copepod","g.3","1996",23.31
"2299","corduleg","g.3","1996",5.29
"2311","dicranota","g.3","1996",11.34
"2323","diplosp","g.3","1996",0
"2335","dixa","g.3","1996",2.61
"2347","dolicho","g.3","1996",27.44
"2359","dolophil","g.3","1996",0
"2371","ectopria","g.3","1996",0
"2383","elmid","g.3","1996",0
"2395","empid","g.3","1996",0
"2407","epeorus","g.3","1996",0
"2419","fattigia","g.3","1996",104.51
"2431","hexatomasp","g.3","1996",161.32
"2443","hydroptila","g.3","1996",0
"2455","isoperla","g.3","1996",10.01
"2467","lanthus","g.3","1996",98.03
"2479","lepidos","g.3","1996",110.13
"2491","leptotars","g.3","1996",0
"2503","leuctra","g.3","1996",34.04
"2515","limonia","g.3","1996",8.58
"2527","lipsothrix","g.3","1996",0
"2539","lype","g.3","1996",6.42
"2551","malirekus","g.3","1996",0
"2563","molann","g.3","1996",0
"2575","molophilus","g.3","1996",87.58
"2587","nematoda","g.3","1996",12.23
"2599","neophylax","g.3","1996",0
"2611","nr.pedicia","g.3","1996",78.28
"2623","nymphom","g.3","1996",0
"2635","oligo","g.3","1996",157.44
"2647","ormosia","g.3","1996",0
"2659","paralepto","g.3","1996",11.77
"2671","parapsyche","g.3","1996",19.68
"2683","pediciaA","g.3","1996",104.11
"2695","pelto","g.3","1996",56.61
"2707","pgoera","g.3","1996",0
"2719","pilaria","g.3","1996",11.44
"2731","psilotreta","g.3","1996",0
"2743","pslimnoph","g.3","1996",0
"2755","pycno","g.3","1996",242.41
"2767","rhabdom","g.3","1996",0
"2779","rhyacoph","g.3","1996",4.24
"2791","sciara","g.3","1996",11.35
"2803","serratella","g.3","1996",0
"2815","simulium","g.3","1996",0
"2827","soyedina","g.3","1996",0
"2839","sphaerid","g.3","1996",2.86
"2851","stenonema","g.3","1996",69.95
"2863","sweltsa","g.3","1996",0.26
"2875","syrphid","g.3","1996",0
"2887","tanypod","g.3","1996",6.66
"2899","tipula","g.3","1996",236.26
"2911","turbell","g.3","1996",0
"2923","wormsp","g.3","1996",11.24
"2204","acari","h.4","1996",5.07
"2216","amphinem","h.4","1996",11.77
"2228","anchytar","h.4","1996",0.57
"2240","baetis","h.4","1996",0
"2252","beloneur","h.4","1996",123.54
"2264","ceratopog","h.4","1996",146.33
"2276","chironomid","h.4","1996",123.8
"2288","copepod","h.4","1996",19.41
"2300","corduleg","h.4","1996",0
"2312","dicranota","h.4","1996",44.22
"2324","diplosp","h.4","1996",0
"2336","dixa","h.4","1996",1.5
"2348","dolicho","h.4","1996",0
"2360","dolophil","h.4","1996",0
"2372","ectopria","h.4","1996",0
"2384","elmid","h.4","1996",0
"2396","empid","h.4","1996",2.45
"2408","epeorus","h.4","1996",0
"2420","fattigia","h.4","1996",252.77
"2432","hexatomasp","h.4","1996",119.18
"2444","hydroptila","h.4","1996",0
"2456","isoperla","h.4","1996",0
"2468","lanthus","h.4","1996",7.16
"2480","lepidos","h.4","1996",19.45
"2492","leptotars","h.4","1996",1870.2
"2504","leuctra","h.4","1996",17.88
"2516","limonia","h.4","1996",3.19
"2528","lipsothrix","h.4","1996",185.79
"2540","lype","h.4","1996",7.31
"2552","malirekus","h.4","1996",0
"2564","molann","h.4","1996",0
"2576","molophilus","h.4","1996",110.61
"2588","nematoda","h.4","1996",8.7
"2600","neophylax","h.4","1996",0
"2612","nr.pedicia","h.4","1996",29.65
"2624","nymphom","h.4","1996",0
"2636","oligo","h.4","1996",55.18
"2648","ormosia","h.4","1996",0
"2660","paralepto","h.4","1996",0
"2672","parapsyche","h.4","1996",0
"2684","pediciaA","h.4","1996",11.1
"2696","pelto","h.4","1996",20.26
"2708","pgoera","h.4","1996",0
"2720","pilaria","h.4","1996",0
"2732","psilotreta","h.4","1996",0
"2744","pslimnoph","h.4","1996",0
"2756","pycno","h.4","1996",575.71
"2768","rhabdom","h.4","1996",0
"2780","rhyacoph","h.4","1996",5.65
"2792","sciara","h.4","1996",9.52
"2804","serratella","h.4","1996",0
"2816","simulium","h.4","1996",0
"2828","soyedina","h.4","1996",0
"2840","sphaerid","h.4","1996",2.89
"2852","stenonema","h.4","1996",19.99
"2864","sweltsa","h.4","1996",18.91
"2876","syrphid","h.4","1996",0
"2888","tanypod","h.4","1996",10.88
"2900","tipula","h.4","1996",1621.21
"2912","turbell","h.4","1996",0
"2924","wormsp","h.4","1996",35.11
"2205","acari","i.5","1996",3.09
"2217","amphinem","i.5","1996",6.52
"2229","anchytar","i.5","1996",0
"2241","baetis","i.5","1996",0
"2253","beloneur","i.5","1996",440.3
"2265","ceratopog","i.5","1996",152.26
"2277","chironomid","i.5","1996",70.84
"2289","copepod","i.5","1996",22.76
"2301","corduleg","i.5","1996",2.64
"2313","dicranota","i.5","1996",20.36
"2325","diplosp","i.5","1996",0
"2337","dixa","i.5","1996",0.92
"2349","dolicho","i.5","1996",0
"2361","dolophil","i.5","1996",9.33
"2373","ectopria","i.5","1996",0
"2385","elmid","i.5","1996",0
"2397","empid","i.5","1996",0.46
"2409","epeorus","i.5","1996",0
"2421","fattigia","i.5","1996",48.25
"2433","hexatomasp","i.5","1996",149.27
"2445","hydroptila","i.5","1996",0
"2457","isoperla","i.5","1996",0
"2469","lanthus","i.5","1996",128.21
"2481","lepidos","i.5","1996",41.73
"2493","leptotars","i.5","1996",169.21
"2505","leuctra","i.5","1996",19.86
"2517","limonia","i.5","1996",0
"2529","lipsothrix","i.5","1996",187.09
"2541","lype","i.5","1996",1.55
"2553","malirekus","i.5","1996",0
"2565","molann","i.5","1996",0
"2577","molophilus","i.5","1996",113.6
"2589","nematoda","i.5","1996",4.99
"2601","neophylax","i.5","1996",0
"2613","nr.pedicia","i.5","1996",114.99
"2625","nymphom","i.5","1996",0
"2637","oligo","i.5","1996",37.71
"2649","ormosia","i.5","1996",0
"2661","paralepto","i.5","1996",0
"2673","parapsyche","i.5","1996",19.68
"2685","pediciaA","i.5","1996",25.25
"2697","pelto","i.5","1996",44.22
"2709","pgoera","i.5","1996",0.64
"2721","pilaria","i.5","1996",4.53
"2733","psilotreta","i.5","1996",0
"2745","pslimnoph","i.5","1996",0
"2757","pycno","i.5","1996",284.29
"2769","rhabdom","i.5","1996",0
"2781","rhyacoph","i.5","1996",5.01
"2793","sciara","i.5","1996",5.41
"2805","serratella","i.5","1996",0
"2817","simulium","i.5","1996",0
"2829","soyedina","i.5","1996",0
"2841","sphaerid","i.5","1996",0.22
"2853","stenonema","i.5","1996",23.58
"2865","sweltsa","i.5","1996",0
"2877","syrphid","i.5","1996",0
"2889","tanypod","i.5","1996",6.45
"2901","tipula","i.5","1996",33.6
"2913","turbell","i.5","1996",0.39
"2925","wormsp","i.5","1996",30.88
"2206","acari","j.6","1996",4.85
"2218","amphinem","j.6","1996",0.36
"2230","anchytar","j.6","1996",1.51
"2242","baetis","j.6","1996",0
"2254","beloneur","j.6","1996",114.49
"2266","ceratopog","j.6","1996",137.66
"2278","chironomid","j.6","1996",99.33
"2290","copepod","j.6","1996",16.88
"2302","corduleg","j.6","1996",381.44
"2314","dicranota","j.6","1996",16.15
"2326","diplosp","j.6","1996",0.18
"2338","dixa","j.6","1996",2.62
"2350","dolicho","j.6","1996",0
"2362","dolophil","j.6","1996",0
"2374","ectopria","j.6","1996",0
"2386","elmid","j.6","1996",0
"2398","empid","j.6","1996",1.65
"2410","epeorus","j.6","1996",0
"2422","fattigia","j.6","1996",26.81
"2434","hexatomasp","j.6","1996",112.62
"2446","hydroptila","j.6","1996",0
"2458","isoperla","j.6","1996",0
"2470","lanthus","j.6","1996",327.88
"2482","lepidos","j.6","1996",88.51
"2494","leptotars","j.6","1996",0
"2506","leuctra","j.6","1996",25.11
"2518","limonia","j.6","1996",0
"2530","lipsothrix","j.6","1996",34.99
"2542","lype","j.6","1996",8.78
"2554","malirekus","j.6","1996",0
"2566","molann","j.6","1996",0
"2578","molophilus","j.6","1996",74.79
"2590","nematoda","j.6","1996",13.02
"2602","neophylax","j.6","1996",0
"2614","nr.pedicia","j.6","1996",70.34
"2626","nymphom","j.6","1996",0
"2638","oligo","j.6","1996",65.94
"2650","ormosia","j.6","1996",0
"2662","paralepto","j.6","1996",10.86
"2674","parapsyche","j.6","1996",0
"2686","pediciaA","j.6","1996",0
"2698","pelto","j.6","1996",57.03
"2710","pgoera","j.6","1996",1.36
"2722","pilaria","j.6","1996",6.44
"2734","psilotreta","j.6","1996",0
"2746","pslimnoph","j.6","1996",0
"2758","pycno","j.6","1996",0
"2770","rhabdom","j.6","1996",0
"2782","rhyacoph","j.6","1996",0
"2794","sciara","j.6","1996",27.3
"2806","serratella","j.6","1996",0
"2818","simulium","j.6","1996",0
"2830","soyedina","j.6","1996",0.36
"2842","sphaerid","j.6","1996",2.47
"2854","stenonema","j.6","1996",43.17
"2866","sweltsa","j.6","1996",0
"2878","syrphid","j.6","1996",0
"2890","tanypod","j.6","1996",14.15
"2902","tipula","j.6","1996",51.56
"2914","turbell","j.6","1996",0
"2926","wormsp","j.6","1996",0
"2207","acari","k.7","1996",3.7
"2219","amphinem","k.7","1996",5.29
"2231","anchytar","k.7","1996",0
"2243","baetis","k.7","1996",0
"2255","beloneur","k.7","1996",8.86
"2267","ceratopog","k.7","1996",86.78
"2279","chironomid","k.7","1996",115.82
"2291","copepod","k.7","1996",14.41
"2303","corduleg","k.7","1996",422.72
"2315","dicranota","k.7","1996",62.45
"2327","diplosp","k.7","1996",5.24
"2339","dixa","k.7","1996",0.04
"2351","dolicho","k.7","1996",0
"2363","dolophil","k.7","1996",0
"2375","ectopria","k.7","1996",0
"2387","elmid","k.7","1996",0
"2399","empid","k.7","1996",0.46
"2411","epeorus","k.7","1996",0
"2423","fattigia","k.7","1996",53.79
"2435","hexatomasp","k.7","1996",97.6
"2447","hydroptila","k.7","1996",0
"2459","isoperla","k.7","1996",10.01
"2471","lanthus","k.7","1996",178.32
"2483","lepidos","k.7","1996",67.99
"2495","leptotars","k.7","1996",836.2
"2507","leuctra","k.7","1996",18.54
"2519","limonia","k.7","1996",0
"2531","lipsothrix","k.7","1996",3.19
"2543","lype","k.7","1996",2.62
"2555","malirekus","k.7","1996",0
"2567","molann","k.7","1996",0
"2579","molophilus","k.7","1996",30.55
"2591","nematoda","k.7","1996",10.12
"2603","neophylax","k.7","1996",0
"2615","nr.pedicia","k.7","1996",104.08
"2627","nymphom","k.7","1996",0
"2639","oligo","k.7","1996",41.38
"2651","ormosia","k.7","1996",0
"2663","paralepto","k.7","1996",0.19
"2675","parapsyche","k.7","1996",0
"2687","pediciaA","k.7","1996",19.04
"2699","pelto","k.7","1996",27.77
"2711","pgoera","k.7","1996",0
"2723","pilaria","k.7","1996",0
"2735","psilotreta","k.7","1996",33.78
"2747","pslimnoph","k.7","1996",0
"2759","pycno","k.7","1996",57.64
"2771","rhabdom","k.7","1996",0
"2783","rhyacoph","k.7","1996",66.45
"2795","sciara","k.7","1996",2.12
"2807","serratella","k.7","1996",0
"2819","simulium","k.7","1996",0
"2831","soyedina","k.7","1996",0.36
"2843","sphaerid","k.7","1996",1.18
"2855","stenonema","k.7","1996",7.3
"2867","sweltsa","k.7","1996",3.88
"2879","syrphid","k.7","1996",0
"2891","tanypod","k.7","1996",1.98
"2903","tipula","k.7","1996",4.39
"2915","turbell","k.7","1996",0
"2927","wormsp","k.7","1996",0
"2208","acari","l.8","1996",6.9
"2220","amphinem","l.8","1996",10.08
"2232","anchytar","l.8","1996",22.95
"2244","baetis","l.8","1996",0
"2256","beloneur","l.8","1996",54.37
"2268","ceratopog","l.8","1996",124.7
"2280","chironomid","l.8","1996",87.26
"2292","copepod","l.8","1996",29.4
"2304","corduleg","l.8","1996",238.43
"2316","dicranota","l.8","1996",11.88
"2328","diplosp","l.8","1996",57.21
"2340","dixa","l.8","1996",13.21
"2352","dolicho","l.8","1996",4.52
"2364","dolophil","l.8","1996",0
"2376","ectopria","l.8","1996",2.56
"2388","elmid","l.8","1996",0
"2400","empid","l.8","1996",0.92
"2412","epeorus","l.8","1996",0
"2424","fattigia","l.8","1996",96.14
"2436","hexatomasp","l.8","1996",88.95
"2448","hydroptila","l.8","1996",0
"2460","isoperla","l.8","1996",11.71
"2472","lanthus","l.8","1996",372.14
"2484","lepidos","l.8","1996",99.55
"2496","leptotars","l.8","1996",0
"2508","leuctra","l.8","1996",5.95
"2520","limonia","l.8","1996",7.62
"2532","lipsothrix","l.8","1996",0
"2544","lype","l.8","1996",1.03
"2556","malirekus","l.8","1996",0
"2568","molann","l.8","1996",0
"2580","molophilus","l.8","1996",17.92
"2592","nematoda","l.8","1996",28.41
"2604","neophylax","l.8","1996",0
"2616","nr.pedicia","l.8","1996",75.76
"2628","nymphom","l.8","1996",0
"2640","oligo","l.8","1996",97.65
"2652","ormosia","l.8","1996",0
"2664","paralepto","l.8","1996",0
"2676","parapsyche","l.8","1996",0
"2688","pediciaA","l.8","1996",4.37
"2700","pelto","l.8","1996",54.32
"2712","pgoera","l.8","1996",0
"2724","pilaria","l.8","1996",0.36
"2736","psilotreta","l.8","1996",0
"2748","pslimnoph","l.8","1996",0
"2760","pycno","l.8","1996",0
"2772","rhabdom","l.8","1996",0
"2784","rhyacoph","l.8","1996",20.9
"2796","sciara","l.8","1996",10.66
"2808","serratella","l.8","1996",0
"2820","simulium","l.8","1996",0
"2832","soyedina","l.8","1996",0
"2844","sphaerid","l.8","1996",0
"2856","stenonema","l.8","1996",8.3
"2868","sweltsa","l.8","1996",0
"2880","syrphid","l.8","1996",0
"2892","tanypod","l.8","1996",2.5
"2904","tipula","l.8","1996",454.33
"2916","turbell","l.8","1996",0.04
"2928","wormsp","l.8","1996",6.36
"2929","acari","a.9","1997",1.06
"2941","amphinem","a.9","1997",4.44
"2953","anchytar","a.9","1997",1.61
"2965","baetis","a.9","1997",0
"2977","beloneur","a.9","1997",35.76
"2989","ceratopog","a.9","1997",151.91
"3001","chironomid","a.9","1997",89.47
"3013","copepod","a.9","1997",3.46
"3025","corduleg","a.9","1997",433.17
"3037","dicranota","a.9","1997",1.18
"3049","diplosp","a.9","1997",77.8
"3061","dixa","a.9","1997",4.87
"3073","dolicho","a.9","1997",0
"3085","dolophil","a.9","1997",0
"3097","ectopria","a.9","1997",0.78
"3109","elmid","a.9","1997",0
"3121","empid","a.9","1997",0
"3133","epeorus","a.9","1997",0
"3145","fattigia","a.9","1997",168.22
"3157","hexatomasp","a.9","1997",94.36
"3169","hydroptila","a.9","1997",0
"3181","isoperla","a.9","1997",8.87
"3193","lanthus","a.9","1997",503.19
"3205","lepidos","a.9","1997",14.78
"3217","leptotars","a.9","1997",0
"3229","leuctra","a.9","1997",80.5
"3241","limonia","a.9","1997",0.32
"3253","lipsothrix","a.9","1997",0
"3265","lype","a.9","1997",8.93
"3277","malirekus","a.9","1997",8.86
"3289","molann","a.9","1997",0
"3301","molophilus","a.9","1997",14.59
"3313","nematoda","a.9","1997",1.79
"3325","neophylax","a.9","1997",1.79
"3337","nr.pedicia","a.9","1997",19.55
"3349","nymphom","a.9","1997",0
"3361","oligo","a.9","1997",6.36
"3373","ormosia","a.9","1997",0
"3385","paralepto","a.9","1997",0
"3397","parapsyche","a.9","1997",0
"3409","pediciaA","a.9","1997",0
"3421","pelto","a.9","1997",49.57
"3433","pgoera","a.9","1997",32.87
"3445","pilaria","a.9","1997",0
"3457","psilotreta","a.9","1997",0.64
"3469","pslimnoph","a.9","1997",0
"3481","pycno","a.9","1997",82.58
"3493","rhabdom","a.9","1997",0
"3505","rhyacoph","a.9","1997",38.11
"3517","sciara","a.9","1997",8.14
"3529","serratella","a.9","1997",0
"3541","simulium","a.9","1997",0
"3553","soyedina","a.9","1997",0
"3565","sphaerid","a.9","1997",0
"3577","stenonema","a.9","1997",2.53
"3589","sweltsa","a.9","1997",0
"3601","syrphid","a.9","1997",3.14
"3613","tanypod","a.9","1997",3.11
"3625","tipula","a.9","1997",17.91
"3637","turbell","a.9","1997",0
"3649","wormsp","a.9","1997",5.88
"2930","acari","b.10","1997",1.56
"2942","amphinem","b.10","1997",0.84
"2954","anchytar","b.10","1997",17.75
"2966","baetis","b.10","1997",0
"2978","beloneur","b.10","1997",25.61
"2990","ceratopog","b.10","1997",53.84
"3002","chironomid","b.10","1997",40.54
"3014","copepod","b.10","1997",5.96
"3026","corduleg","b.10","1997",54.43
"3038","dicranota","b.10","1997",0.02
"3050","diplosp","b.10","1997",6.58
"3062","dixa","b.10","1997",0.57
"3074","dolicho","b.10","1997",0
"3086","dolophil","b.10","1997",0
"3098","ectopria","b.10","1997",0
"3110","elmid","b.10","1997",0
"3122","empid","b.10","1997",0.38
"3134","epeorus","b.10","1997",0
"3146","fattigia","b.10","1997",189.54
"3158","hexatomasp","b.10","1997",53.31
"3170","hydroptila","b.10","1997",0
"3182","isoperla","b.10","1997",1.83
"3194","lanthus","b.10","1997",35.07
"3206","lepidos","b.10","1997",7.37
"3218","leptotars","b.10","1997",2.61
"3230","leuctra","b.10","1997",5.94
