"","taxon","sample.month","variable","value"
"1674","epeorus","f.2","1995",0
"1686","fattigia","f.2","1995",93.75
"1698","hexatomasp","f.2","1995",512.5
"1710","hydroptila","f.2","1995",0
"1722","isoperla","f.2","1995",62.5
"1734","lanthus","f.2","1995",62.5
"1746","lepidos","f.2","1995",368.75
"1758","leptotars","f.2","1995",0
"1770","leuctra","f.2","1995",900
"1782","limonia","f.2","1995",6.25
"1794","lipsothrix","f.2","1995",0
"1806","lype","f.2","1995",6.25
"1818","malirekus","f.2","1995",0
"1830","molann","f.2","1995",18.75
"1842","molophilus","f.2","1995",131.25
"1854","nematoda","f.2","1995",2250
"1866","neophylax","f.2","1995",0
"1878","nr.pedicia","f.2","1995",100
"1890","nymphom","f.2","1995",0
"1902","oligo","f.2","1995",8393.75
"1914","ormosia","f.2","1995",6.25
"1926","paralepto","f.2","1995",50
"1938","parapsyche","f.2","1995",0
"1950","pediciaA","f.2","1995",0
"1962","pelto","f.2","1995",318.75
"1974","pgoera","f.2","1995",0
"1986","pilaria","f.2","1995",50
"1998","psilotreta","f.2","1995",0
"2010","pslimnoph","f.2","1995",0
"2022","pycno","f.2","1995",31.25
"2034","rhabdom","f.2","1995",0
"2046","rhyacoph","f.2","1995",25
"2058","sciara","f.2","1995",175
"2070","serratella","f.2","1995",0
"2082","simulium","f.2","1995",0
"2094","soyedina","f.2","1995",0
"2106","sphaerid","f.2","1995",731.25
"2118","stenonema","f.2","1995",100
"2130","sweltsa","f.2","1995",6.25
"2142","syrphid","f.2","1995",0
"2154","tanypod","f.2","1995",1630
"2166","tipula","f.2","1995",18.75
"2178","turbell","f.2","1995",50
"2190","wormsp","f.2","1995",0
"1471","acari","g.3","1995",1962.5
"1483","amphinem","g.3","1995",0
"1495","anchytar","g.3","1995",0
"1507","baetis","g.3","1995",0
"1519","beloneur","g.3","1995",75
"1531","ceratopog","g.3","1995",1387.5
"1543","chironomid","g.3","1995",22531.25
"1555","copepod","g.3","1995",12537.5
"1567","corduleg","g.3","1995",12.5
"1579","dicranota","g.3","1995",25
"1591","diplosp","g.3","1995",6.25
"1603","dixa","g.3","1995",0
"1615","dolicho","g.3","1995",0
"1627","dolophil","g.3","1995",0
"1639","ectopria","g.3","1995",0
"1651","elmid","g.3","1995",0
"1663","empid","g.3","1995",0
"1675","epeorus","g.3","1995",0
"1687","fattigia","g.3","1995",68.75
"1699","hexatomasp","g.3","1995",162.5
"1711","hydroptila","g.3","1995",0
"1723","isoperla","g.3","1995",350
"1735","lanthus","g.3","1995",18.75
"1747","lepidos","g.3","1995",481.25
"1759","leptotars","g.3","1995",0
"1771","leuctra","g.3","1995",1256.25
"1783","limonia","g.3","1995",0
"1795","lipsothrix","g.3","1995",6.25
"1807","lype","g.3","1995",31.25
"1819","malirekus","g.3","1995",50
"1831","molann","g.3","1995",25
"1843","molophilus","g.3","1995",62.5
"1855","nematoda","g.3","1995",5843.75
"1867","neophylax","g.3","1995",0
"1879","nr.pedicia","g.3","1995",12.5
"1891","nymphom","g.3","1995",0
"1903","oligo","g.3","1995",2187.5
"1915","ormosia","g.3","1995",0
"1927","paralepto","g.3","1995",0
"1939","parapsyche","g.3","1995",0
"1951","pediciaA","g.3","1995",6.25
"1963","pelto","g.3","1995",225
"1975","pgoera","g.3","1995",0
"1987","pilaria","g.3","1995",0
"1999","psilotreta","g.3","1995",0
"2011","pslimnoph","g.3","1995",0
"2023","pycno","g.3","1995",18.75
"2035","rhabdom","g.3","1995",0
"2047","rhyacoph","g.3","1995",62.5
"2059","sciara","g.3","1995",43.75
"2071","serratella","g.3","1995",0
"2083","simulium","g.3","1995",0
"2095","soyedina","g.3","1995",0
"2107","sphaerid","g.3","1995",93.75
"2119","stenonema","g.3","1995",6.25
"2131","sweltsa","g.3","1995",0
"2143","syrphid","g.3","1995",0
"2155","tanypod","g.3","1995",331.25
"2167","tipula","g.3","1995",0
"2179","turbell","g.3","1995",0
"2191","wormsp","g.3","1995",50
"1472","acari","h.4","1995",808.25
"1484","amphinem","h.4","1995",0
"1496","anchytar","h.4","1995",0
"1508","baetis","h.4","1995",0
"1520","beloneur","h.4","1995",43.75
"1532","ceratopog","h.4","1995",3587
"1544","chironomid","h.4","1995",32308.25
"1556","copepod","h.4","1995",53602
"1568","corduleg","h.4","1995",25
"1580","dicranota","h.4","1995",37.5
"1592","diplosp","h.4","1995",18.75
"1604","dixa","h.4","1995",0
"1616","dolicho","h.4","1995",6.25
"1628","dolophil","h.4","1995",25
"1640","ectopria","h.4","1995",12.5
"1652","elmid","h.4","1995",0
"1664","empid","h.4","1995",6.25
"1676","epeorus","h.4","1995",0
"1688","fattigia","h.4","1995",6.25
"1700","hexatomasp","h.4","1995",564.5
"1712","hydroptila","h.4","1995",0
"1724","isoperla","h.4","1995",31.25
"1736","lanthus","h.4","1995",43.75
"1748","lepidos","h.4","1995",687.5
"1760","leptotars","h.4","1995",0
"1772","leuctra","h.4","1995",487.5
"1784","limonia","h.4","1995",0
"1796","lipsothrix","h.4","1995",0
"1808","lype","h.4","1995",12.5
"1820","malirekus","h.4","1995",0
"1832","molann","h.4","1995",0
"1844","molophilus","h.4","1995",587.5
"1856","nematoda","h.4","1995",25815
"1868","neophylax","h.4","1995",0
"1880","nr.pedicia","h.4","1995",12.5
"1892","nymphom","h.4","1995",0
"1904","oligo","h.4","1995",3718.75
"1916","ormosia","h.4","1995",0
"1928","paralepto","h.4","1995",133.25
"1940","parapsyche","h.4","1995",0
"1952","pediciaA","h.4","1995",0
"1964","pelto","h.4","1995",12.5
"1976","pgoera","h.4","1995",0
"1988","pilaria","h.4","1995",0
"2000","psilotreta","h.4","1995",0
"2012","pslimnoph","h.4","1995",0
"2024","pycno","h.4","1995",25
"2036","rhabdom","h.4","1995",0
"2048","rhyacoph","h.4","1995",6.25
"2060","sciara","h.4","1995",37.5
"2072","serratella","h.4","1995",0
"2084","simulium","h.4","1995",0
"2096","soyedina","h.4","1995",0
"2108","sphaerid","h.4","1995",0
"2120","stenonema","h.4","1995",31.25
"2132","sweltsa","h.4","1995",0
"2144","syrphid","h.4","1995",0
"2156","tanypod","h.4","1995",870.75
"2168","tipula","h.4","1995",50
"2180","turbell","h.4","1995",0
"2192","wormsp","h.4","1995",0
"1473","acari","i.5","1995",1587.5
"1485","amphinem","i.5","1995",6.25
"1497","anchytar","i.5","1995",50
"1509","baetis","i.5","1995",0
"1521","beloneur","i.5","1995",68.75
"1533","ceratopog","i.5","1995",1750
"1545","chironomid","i.5","1995",15250
"1557","copepod","i.5","1995",41006.25
"1569","corduleg","i.5","1995",6.25
"1581","dicranota","i.5","1995",18.75
"1593","diplosp","i.5","1995",12.5
"1605","dixa","i.5","1995",112.5
"1617","dolicho","i.5","1995",0
"1629","dolophil","i.5","1995",6.25
"1641","ectopria","i.5","1995",0
"1653","elmid","i.5","1995",0
"1665","empid","i.5","1995",6.25
"1677","epeorus","i.5","1995",0
"1689","fattigia","i.5","1995",0
"1701","hexatomasp","i.5","1995",175
"1713","hydroptila","i.5","1995",0
"1725","isoperla","i.5","1995",0
"1737","lanthus","i.5","1995",12.5
"1749","lepidos","i.5","1995",62.5
"1761","leptotars","i.5","1995",0
"1773","leuctra","i.5","1995",437.5
"1785","limonia","i.5","1995",0
"1797","lipsothrix","i.5","1995",0
"1809","lype","i.5","1995",0
"1821","malirekus","i.5","1995",0
"1833","molann","i.5","1995",0
"1845","molophilus","i.5","1995",175
"1857","nematoda","i.5","1995",21218.75
"1869","neophylax","i.5","1995",0
"1881","nr.pedicia","i.5","1995",68.75
"1893","nymphom","i.5","1995",0
"1905","oligo","i.5","1995",2362.5
"1917","ormosia","i.5","1995",0
"1929","paralepto","i.5","1995",50
"1941","parapsyche","i.5","1995",0
"1953","pediciaA","i.5","1995",0
"1965","pelto","i.5","1995",106.25
"1977","pgoera","i.5","1995",0
"1989","pilaria","i.5","1995",0
"2001","psilotreta","i.5","1995",6.25
"2013","pslimnoph","i.5","1995",0
"2025","pycno","i.5","1995",62.5
"2037","rhabdom","i.5","1995",0
"2049","rhyacoph","i.5","1995",6.25
"2061","sciara","i.5","1995",118.75
"2073","serratella","i.5","1995",0
"2085","simulium","i.5","1995",0
"2097","soyedina","i.5","1995",0
"2109","sphaerid","i.5","1995",18.75
"2121","stenonema","i.5","1995",6.25
"2133","sweltsa","i.5","1995",0
"2145","syrphid","i.5","1995",0
"2157","tanypod","i.5","1995",993.75
"2169","tipula","i.5","1995",18.75
"2181","turbell","i.5","1995",0
"2193","wormsp","i.5","1995",12.5
"1474","acari","j.6","1995",593.75
"1486","amphinem","j.6","1995",25
"1498","anchytar","j.6","1995",0
"1510","baetis","j.6","1995",0
"1522","beloneur","j.6","1995",100
"1534","ceratopog","j.6","1995",1893.75
"1546","chironomid","j.6","1995",39718.75
"1558","copepod","j.6","1995",85231.25
"1570","corduleg","j.6","1995",18.75
"1582","dicranota","j.6","1995",412.5
"1594","diplosp","j.6","1995",12.5
"1606","dixa","j.6","1995",112.5
"1618","dolicho","j.6","1995",6.25
"1630","dolophil","j.6","1995",0
"1642","ectopria","j.6","1995",0
"1654","elmid","j.6","1995",0
"1666","empid","j.6","1995",56.25
"1678","epeorus","j.6","1995",0
"1690","fattigia","j.6","1995",31.25
"1702","hexatomasp","j.6","1995",537.5
"1714","hydroptila","j.6","1995",0
"1726","isoperla","j.6","1995",0
"1738","lanthus","j.6","1995",68.75
"1750","lepidos","j.6","1995",4775
"1762","leptotars","j.6","1995",6.25
"1774","leuctra","j.6","1995",3054.75
"1786","limonia","j.6","1995",0
"1798","lipsothrix","j.6","1995",0
"1810","lype","j.6","1995",12.5
"1822","malirekus","j.6","1995",0
"1834","molann","j.6","1995",6.25
"1846","molophilus","j.6","1995",12.5
"1858","nematoda","j.6","1995",12775
"1870","neophylax","j.6","1995",0
"1882","nr.pedicia","j.6","1995",43.75
"1894","nymphom","j.6","1995",0
"1906","oligo","j.6","1995",4162.5
"1918","ormosia","j.6","1995",0
"1930","paralepto","j.6","1995",0
"1942","parapsyche","j.6","1995",0
"1954","pediciaA","j.6","1995",6.25
"1966","pelto","j.6","1995",700
"1978","pgoera","j.6","1995",0
"1990","pilaria","j.6","1995",0
"2002","psilotreta","j.6","1995",0
"2014","pslimnoph","j.6","1995",0
"2026","pycno","j.6","1995",25
"2038","rhabdom","j.6","1995",0
"2050","rhyacoph","j.6","1995",18.75
"2062","sciara","j.6","1995",93.75
"2074","serratella","j.6","1995",0
"2086","simulium","j.6","1995",0
"2098","soyedina","j.6","1995",6.25
"2110","sphaerid","j.6","1995",168.75
"2122","stenonema","j.6","1995",18.75
"2134","sweltsa","j.6","1995",0
"2146","syrphid","j.6","1995",0
"2158","tanypod","j.6","1995",1168.75
"2170","tipula","j.6","1995",56.25
"2182","turbell","j.6","1995",25
"2194","wormsp","j.6","1995",18.75
"1475","acari","k.7","1995",3425
"1487","amphinem","k.7","1995",100
"1499","anchytar","k.7","1995",6.25
"1511","baetis","k.7","1995",0
"1523","beloneur","k.7","1995",137.5
"1535","ceratopog","k.7","1995",1900
"1547","chironomid","k.7","1995",32862.5
"1559","copepod","k.7","1995",25377.25
"1571","corduleg","k.7","1995",6.25
"1583","dicranota","k.7","1995",18.75
"1595","diplosp","k.7","1995",56.25
"1607","dixa","k.7","1995",0
"1619","dolicho","k.7","1995",6.25
"1631","dolophil","k.7","1995",0
"1643","ectopria","k.7","1995",0
"1655","elmid","k.7","1995",0
"1667","empid","k.7","1995",350
"1679","epeorus","k.7","1995",0
"1691","fattigia","k.7","1995",18.75
"1703","hexatomasp","k.7","1995",368.75
"1715","hydroptila","k.7","1995",0
"1727","isoperla","k.7","1995",0
"1739","lanthus","k.7","1995",50
"1751","lepidos","k.7","1995",1750
"1763","leptotars","k.7","1995",6.25
"1775","leuctra","k.7","1995",2162.5
"1787","limonia","k.7","1995",0
"1799","lipsothrix","k.7","1995",18.75
"1811","lype","k.7","1995",12.5
"1823","malirekus","k.7","1995",0
"1835","molann","k.7","1995",400
"1847","molophilus","k.7","1995",68.75
"1859","nematoda","k.7","1995",23225
"1871","neophylax","k.7","1995",0
"1883","nr.pedicia","k.7","1995",12.5
"1895","nymphom","k.7","1995",0
"1907","oligo","k.7","1995",4000
"1919","ormosia","k.7","1995",0
"1931","paralepto","k.7","1995",400
"1943","parapsyche","k.7","1995",0
"1955","pediciaA","k.7","1995",6.25
"1967","pelto","k.7","1995",62.5
"1979","pgoera","k.7","1995",0
"1991","pilaria","k.7","1995",0
"2003","psilotreta","k.7","1995",287.5
"2015","pslimnoph","k.7","1995",0
"2027","pycno","k.7","1995",18.75
"2039","rhabdom","k.7","1995",0
"2051","rhyacoph","k.7","1995",18.75
"2063","sciara","k.7","1995",1825
"2075","serratella","k.7","1995",0
"2087","simulium","k.7","1995",0
"2099","soyedina","k.7","1995",0
"2111","sphaerid","k.7","1995",37.5
"2123","stenonema","k.7","1995",0
"2135","sweltsa","k.7","1995",0
"2147","syrphid","k.7","1995",0
"2159","tanypod","k.7","1995",1231.25
"2171","tipula","k.7","1995",12.5
"2183","turbell","k.7","1995",0
"2195","wormsp","k.7","1995",0
"1476","acari","l.8","1995",800
"1488","amphinem","l.8","1995",6.25
"1500","anchytar","l.8","1995",133.25
"1512","baetis","l.8","1995",0
"1524","beloneur","l.8","1995",62.5
"1536","ceratopog","l.8","1995",14724.75
"1548","chironomid","l.8","1995",53091.5
"1560","copepod","l.8","1995",48831.25
"1572","corduleg","l.8","1995",18.75
"1584","dicranota","l.8","1995",18.75
"1596","diplosp","l.8","1995",6.25
"1608","dixa","l.8","1995",0
"1620","dolicho","l.8","1995",281.25
"1632","dolophil","l.8","1995",0
"1644","ectopria","l.8","1995",0
"1656","elmid","l.8","1995",0
"1668","empid","l.8","1995",18.75
"1680","epeorus","l.8","1995",0
"1692","fattigia","l.8","1995",93.75
"1704","hexatomasp","l.8","1995",2945.75
"1716","hydroptila","l.8","1995",0
"1728","isoperla","l.8","1995",0
"1740","lanthus","l.8","1995",118.75
"1752","lepidos","l.8","1995",793.75
"1764","leptotars","l.8","1995",6.25
"1776","leuctra","l.8","1995",1572.75
"1788","limonia","l.8","1995",0
"1800","lipsothrix","l.8","1995",0
"1812","lype","l.8","1995",6.25
"1824","malirekus","l.8","1995",400
"1836","molann","l.8","1995",43.75
"1848","molophilus","l.8","1995",3481.25
"1860","nematoda","l.8","1995",16571.25
"1872","neophylax","l.8","1995",0
"1884","nr.pedicia","l.8","1995",62.5
"1896","nymphom","l.8","1995",0
"1908","oligo","l.8","1995",3350
"1920","ormosia","l.8","1995",0
"1932","paralepto","l.8","1995",0
"1944","parapsyche","l.8","1995",6.25
"1956","pediciaA","l.8","1995",37.5
"1968","pelto","l.8","1995",618.75
"1980","pgoera","l.8","1995",75
"1992","pilaria","l.8","1995",0
"2004","psilotreta","l.8","1995",12.5
"2016","pslimnoph","l.8","1995",0
"2028","pycno","l.8","1995",18.75
"2040","rhabdom","l.8","1995",0
"2052","rhyacoph","l.8","1995",167.25
"2064","sciara","l.8","1995",1139.5
"2076","serratella","l.8","1995",0
"2088","simulium","l.8","1995",0
"2100","soyedina","l.8","1995",0
"2112","sphaerid","l.8","1995",306.25
"2124","stenonema","l.8","1995",0
"2136","sweltsa","l.8","1995",133.25
"2148","syrphid","l.8","1995",0
"2160","tanypod","l.8","1995",4508.25
"2172","tipula","l.8","1995",468.75
"2184","turbell","l.8","1995",0
"2196","wormsp","l.8","1995",12.5
"2197","acari","a.9","1996",1504
"2209","amphinem","a.9","1996",262.5
"2221","anchytar","a.9","1996",6.25
"2233","baetis","a.9","1996",0
"2245","beloneur","a.9","1996",314.5
"2257","ceratopog","a.9","1996",9362.25
"2269","chironomid","a.9","1996",33784
"2281","copepod","a.9","1996",41499.5
"2293","corduleg","a.9","1996",12.5
"2305","dicranota","a.9","1996",43.75
"2317","diplosp","a.9","1996",62.5
"2329","dixa","a.9","1996",50
"2341","dolicho","a.9","1996",37.5
"2353","dolophil","a.9","1996",0
"2365","ectopria","a.9","1996",0
"2377","elmid","a.9","1996",0
"2389","empid","a.9","1996",106.25
"2401","epeorus","a.9","1996",0
"2413","fattigia","a.9","1996",112.5
"2425","hexatomasp","a.9","1996",1158.25
"2437","hydroptila","a.9","1996",0
"2449","isoperla","a.9","1996",106.25
"2461","lanthus","a.9","1996",93.75
"2473","lepidos","a.9","1996",818.5
"2485","leptotars","a.9","1996",0
"2497","leuctra","a.9","1996",395.75
"2509","limonia","a.9","1996",0
"2521","lipsothrix","a.9","1996",6.25
"2533","lype","a.9","1996",68.75
"2545","malirekus","a.9","1996",0
"2557","molann","a.9","1996",0
"2569","molophilus","a.9","1996",543.75
"2581","nematoda","a.9","1996",16051.75
"2593","neophylax","a.9","1996",0
"2605","nr.pedicia","a.9","1996",18.75
"2617","nymphom","a.9","1996",0
"2629","oligo","a.9","1996",2452
"2641","ormosia","a.9","1996",0
"2653","paralepto","a.9","1996",0
"2665","parapsyche","a.9","1996",0
"2677","pediciaA","a.9","1996",12.5
"2689","pelto","a.9","1996",2412.5
"2701","pgoera","a.9","1996",518.75
"2713","pilaria","a.9","1996",0
"2725","psilotreta","a.9","1996",87.5
"2737","pslimnoph","a.9","1996",0
"2749","pycno","a.9","1996",56.25
"2761","rhabdom","a.9","1996",0
"2773","rhyacoph","a.9","1996",245.75
"2785","sciara","a.9","1996",2650
"2797","serratella","a.9","1996",0
"2809","simulium","a.9","1996",0
"2821","soyedina","a.9","1996",0
"2833","sphaerid","a.9","1996",25
"2845","stenonema","a.9","1996",6.25
"2857","sweltsa","a.9","1996",0
"2869","syrphid","a.9","1996",0
"2881","tanypod","a.9","1996",1210.25
"2893","tipula","a.9","1996",137.5
"2905","turbell","a.9","1996",0
"2917","wormsp","a.9","1996",0
"2198","acari","b.10","1996",735.25
"2210","amphinem","b.10","1996",0
"2222","anchytar","b.10","1996",12.5
"2234","baetis","b.10","1996",17
"2246","beloneur","b.10","1996",162.75
"2258","ceratopog","b.10","1996",6303
"2270","chironomid","b.10","1996",25713
"2282","copepod","b.10","1996",64329
"2294","corduleg","b.10","1996",68.75
"2306","dicranota","b.10","1996",0
"2318","diplosp","b.10","1996",0
"2330","dixa","b.10","1996",85
"2342","dolicho","b.10","1996",6.25
"2354","dolophil","b.10","1996",0
"2366","ectopria","b.10","1996",23.25
"2378","elmid","b.10","1996",0
"2390","empid","b.10","1996",133.25
"2402","epeorus","b.10","1996",6.25
"2414","fattigia","b.10","1996",81.25
"2426","hexatomasp","b.10","1996",2399.5
"2438","hydroptila","b.10","1996",0
"2450","isoperla","b.10","1996",306.75
"2462","lanthus","b.10","1996",75
"2474","lepidos","b.10","1996",1795
"2486","leptotars","b.10","1996",0
"2498","leuctra","b.10","1996",462.5
"2510","limonia","b.10","1996",0
"2522","lipsothrix","b.10","1996",0
"2534","lype","b.10","1996",34
"2546","malirekus","b.10","1996",0
"2558","molann","b.10","1996",0
"2570","molophilus","b.10","1996",202
"2582","nematoda","b.10","1996",18032
"2594","neophylax","b.10","1996",0
"2606","nr.pedicia","b.10","1996",133.25
"2618","nymphom","b.10","1996",0
"2630","oligo","b.10","1996",6885
"2642","ormosia","b.10","1996",0
"2654","paralepto","b.10","1996",17
"2666","parapsyche","b.10","1996",0
"2678","pediciaA","b.10","1996",6.25
"2690","pelto","b.10","1996",483.5
"2702","pgoera","b.10","1996",17
"2714","pilaria","b.10","1996",6.25
"2726","psilotreta","b.10","1996",6.25
"2738","pslimnoph","b.10","1996",0
"2750","pycno","b.10","1996",849.5
"2762","rhabdom","b.10","1996",0
"2774","rhyacoph","b.10","1996",25
"2786","sciara","b.10","1996",152
"2798","serratella","b.10","1996",0
"2810","simulium","b.10","1996",0
"2822","soyedina","b.10","1996",0
"2834","sphaerid","b.10","1996",983.25
"2846","stenonema","b.10","1996",31.25
"2858","sweltsa","b.10","1996",17
"2870","syrphid","b.10","1996",0
"2882","tanypod","b.10","1996",1237.25
"2894","tipula","b.10","1996",56.25
"2906","turbell","b.10","1996",0
"2918","wormsp","b.10","1996",0
"2199","acari","c.11","1996",3079
"2211","amphinem","c.11","1996",6.25
"2223","anchytar","c.11","1996",425
"2235","baetis","c.11","1996",0
"2247","beloneur","c.11","1996",75
"2259","ceratopog","c.11","1996",5888.5
"2271","chironomid","c.11","1996",35826.25
"2283","copepod","c.11","1996",30602
"2295","corduleg","c.11","1996",6.25
"2307","dicranota","c.11","1996",400
"2319","diplosp","c.11","1996",0
"2331","dixa","c.11","1996",372.75
"2343","dolicho","c.11","1996",6.25
"2355","dolophil","c.11","1996",6.25
"2367","ectopria","c.11","1996",0
"2379","elmid","c.11","1996",0
"2391","empid","c.11","1996",145.75
"2403","epeorus","c.11","1996",0
"2415","fattigia","c.11","1996",75
"2427","hexatomasp","c.11","1996",1641.25
"2439","hydroptila","c.11","1996",0
"2451","isoperla","c.11","1996",0
"2463","lanthus","c.11","1996",81.25
"2475","lepidos","c.11","1996",1254
"2487","leptotars","c.11","1996",0
"2499","leuctra","c.11","1996",412.5
"2511","limonia","c.11","1996",6.25
"2523","lipsothrix","c.11","1996",0
"2535","lype","c.11","1996",302
"2547","malirekus","c.11","1996",0
"2559","molann","c.11","1996",0
"2571","molophilus","c.11","1996",220.75
"2583","nematoda","c.11","1996",9804.25
"2595","neophylax","c.11","1996",0
"2607","nr.pedicia","c.11","1996",50
"2619","nymphom","c.11","1996",0
"2631","oligo","c.11","1996",1835
"2643","ormosia","c.11","1996",0
"2655","paralepto","c.11","1996",406.25
"2667","parapsyche","c.11","1996",0
"2679","pediciaA","c.11","1996",6.25
"2691","pelto","c.11","1996",1052
"2703","pgoera","c.11","1996",0
"2715","pilaria","c.11","1996",0
"2727","psilotreta","c.11","1996",0
"2739","pslimnoph","c.11","1996",0
"2751","pycno","c.11","1996",695.75
"2763","rhabdom","c.11","1996",0
"2775","rhyacoph","c.11","1996",12.5
"2787","sciara","c.11","1996",999.75
"2799","serratella","c.11","1996",25
"2811","simulium","c.11","1996",0
"2823","soyedina","c.11","1996",6.25
"2835","sphaerid","c.11","1996",6.25
"2847","stenonema","c.11","1996",425
"2859","sweltsa","c.11","1996",0
"2871","syrphid","c.11","1996",0
"2883","tanypod","c.11","1996",1018.5
"2895","tipula","c.11","1996",37.5
"2907","turbell","c.11","1996",0
"2919","wormsp","c.11","1996",25
"2200","acari","d.12","1996",3133
"2212","amphinem","d.12","1996",152
"2224","anchytar","d.12","1996",0
"2236","baetis","d.12","1996",0
"2248","beloneur","d.12","1996",37.5
"2260","ceratopog","d.12","1996",9534.75
"2272","chironomid","d.12","1996",39195.25
"2284","copepod","d.12","1996",42114.25
"2296","corduleg","d.12","1996",12.5
"2308","dicranota","d.12","1996",0
"2320","diplosp","d.12","1996",12.5
"2332","dixa","d.12","1996",358.25
"2344","dolicho","d.12","1996",37.5
"2356","dolophil","d.12","1996",0
"2368","ectopria","d.12","1996",0
"2380","elmid","d.12","1996",0
"2392","empid","d.12","1996",0
"2404","epeorus","d.12","1996",0
"2416","fattigia","d.12","1996",37.5
"2428","hexatomasp","d.12","1996",2889.5
"2440","hydroptila","d.12","1996",0
"2452","isoperla","d.12","1996",0
"2464","lanthus","d.12","1996",43.75
"2476","lepidos","d.12","1996",1458.25
"2488","leptotars","d.12","1996",6.25
"2500","leuctra","d.12","1996",1451.75
"2512","limonia","d.12","1996",12.5
"2524","lipsothrix","d.12","1996",43.75
"2536","lype","d.12","1996",25
"2548","malirekus","d.12","1996",0
"2560","molann","d.12","1996",12.5
"2572","molophilus","d.12","1996",977
"2584","nematoda","d.12","1996",26873
"2596","neophylax","d.12","1996",0
"2608","nr.pedicia","d.12","1996",243.75
"2620","nymphom","d.12","1996",0
"2632","oligo","d.12","1996",11432.75
"2644","ormosia","d.12","1996",0
"2656","paralepto","d.12","1996",0
"2668","parapsyche","d.12","1996",0
"2680","pediciaA","d.12","1996",100
"2692","pelto","d.12","1996",902
"2704","pgoera","d.12","1996",6.25
"2716","pilaria","d.12","1996",606.25
"2728","psilotreta","d.12","1996",37.5
"2740","pslimnoph","d.12","1996",0
"2752","pycno","d.12","1996",208.25
"2764","rhabdom","d.12","1996",0
"2776","rhyacoph","d.12","1996",12.5
"2788","sciara","d.12","1996",1262.25
"2800","serratella","d.12","1996",0
"2812","simulium","d.12","1996",0
"2824","soyedina","d.12","1996",6.25
"2836","sphaerid","d.12","1996",206.25
"2848","stenonema","d.12","1996",12.5
"2860","sweltsa","d.12","1996",0
"2872","syrphid","d.12","1996",0
"2884","tanypod","d.12","1996",1674.5
"2896","tipula","d.12","1996",93.75
"2908","turbell","d.12","1996",100
"2920","wormsp","d.12","1996",6.25
"2201","acari","e.1","1996",793.75
"2213","amphinem","e.1","1996",106.25
"2225","anchytar","e.1","1996",0
"2237","baetis","e.1","1996",0
"2249","beloneur","e.1","1996",200
"2261","ceratopog","e.1","1996",2568.75
"2273","chironomid","e.1","1996",17350
"2285","copepod","e.1","1996",22531.25
"2297","corduleg","e.1","1996",31.25
"2309","dicranota","e.1","1996",68.75
"2321","diplosp","e.1","1996",12.5
"2333","dixa","e.1","1996",175
"2345","dolicho","e.1","1996",125
"2357","dolophil","e.1","1996",0
"2369","ectopria","e.1","1996",0
"2381","elmid","e.1","1996",0
"2393","empid","e.1","1996",250
"2405","epeorus","e.1","1996",0
"2417","fattigia","e.1","1996",218.75
"2429","hexatomasp","e.1","1996",393.75
"2441","hydroptila","e.1","1996",0
"2453","isoperla","e.1","1996",0
"2465","lanthus","e.1","1996",37.5
"2477","lepidos","e.1","1996",1381.25
"2489","leptotars","e.1","1996",0
"2501","leuctra","e.1","1996",837.5
"2513","limonia","e.1","1996",93.75
"2525","lipsothrix","e.1","1996",0
"2537","lype","e.1","1996",75
"2549","malirekus","e.1","1996",0
"2561","molann","e.1","1996",0
"2573","molophilus","e.1","1996",306.25
"2585","nematoda","e.1","1996",10543.75
"2597","neophylax","e.1","1996",0
"2609","nr.pedicia","e.1","1996",137.5
"2621","nymphom","e.1","1996",0
"2633","oligo","e.1","1996",4368.75
"2645","ormosia","e.1","1996",0
"2657","paralepto","e.1","1996",56.25
"2669","parapsyche","e.1","1996",0
"2681","pediciaA","e.1","1996",0
"2693","pelto","e.1","1996",425
"2705","pgoera","e.1","1996",0
"2717","pilaria","e.1","1996",0
"2729","psilotreta","e.1","1996",18.75
"2741","pslimnoph","e.1","1996",0
"2753","pycno","e.1","1996",156.25
"2765","rhabdom","e.1","1996",0
"2777","rhyacoph","e.1","1996",31.25
"2789","sciara","e.1","1996",206.25
"2801","serratella","e.1","1996",0
"2813","simulium","e.1","1996",0
"2825","soyedina","e.1","1996",0
"2837","sphaerid","e.1","1996",268.75
"2849","stenonema","e.1","1996",31.25
"2861","sweltsa","e.1","1996",0
"2873","syrphid","e.1","1996",0
"2885","tanypod","e.1","1996",618.75
"2897","tipula","e.1","1996",62.5
"2909","turbell","e.1","1996",0
"2921","wormsp","e.1","1996",106.25
"2202","acari","f.2","1996",1566.25
"2214","amphinem","f.2","1996",200
"2226","anchytar","f.2","1996",0
"2238","baetis","f.2","1996",6.25
"2250","beloneur","f.2","1996",243.75
"2262","ceratopog","f.2","1996",3728.5
"2274","chironomid","f.2","1996",25010.75
"2286","copepod","f.2","1996",25931.25
"2298","corduleg","f.2","1996",0
"2310","dicranota","f.2","1996",93.75
"2322","diplosp","f.2","1996",12.5
"2334","dixa","f.2","1996",195.75
"2346","dolicho","f.2","1996",0
"2358","dolophil","f.2","1996",0
"2370","ectopria","f.2","1996",0
"2382","elmid","f.2","1996",0
"2394","empid","f.2","1996",0
"2406","epeorus","f.2","1996",0
"2418","fattigia","f.2","1996",37.5
"2430","hexatomasp","f.2","1996",218.75
"2442","hydroptila","f.2","1996",0
