"","taxon","sample.month","variable","value"
"2222","malirekus","b.10","1996",0
"2234","molann","b.10","1996",0
"2246","molophilus","b.10","1996",0
"2258","nematoda","b.10","1996",0.1
"2270","neophylax","b.10","1996",0
"2282","nymphom","b.10","1996",0.08
"2294","oligo","b.10","1996",0.01
"2306","paralepto","b.10","1996",0
"2318","parapsyche","b.10","1996",64.12
"2330","pediciaA","b.10","1996",0
"2342","pelto","b.10","1996",69.61
"2354","pgoera","b.10","1996",1.05
"2366","pilaria","b.10","1996",0
"2378","pslimnoph","b.10","1996",0
"2390","pycno","b.10","1996",0
"2402","rhabdom","b.10","1996",0
"2414","rhyacoph","b.10","1996",3.24
"2426","sciara","b.10","1996",0.58
"2438","serratella","b.10","1996",0.31
"2450","simulium","b.10","1996",0
"2462","soyedina","b.10","1996",0
"2474","stenonema","b.10","1996",0
"2486","sweltsa","b.10","1996",0
"2498","tanypod","b.10","1996",0
"2510","tipula","b.10","1996",0
"2522","turbell","b.10","1996",0.17
"2534","wormsp","b.10","1996",1.59
"1911","acari","c.11","1996",4.97
"1923","amphinem","c.11","1996",40.9
"1935","anchytar","c.11","1996",1.08
"1947","baetis","c.11","1996",0
"1959","beloneur","c.11","1996",13.9
"1971","ceratopog","c.11","1996",9.41
"1983","chironomid","c.11","1996",12.02
"1995","copepod","c.11","1996",0.83
"2007","dicranota","c.11","1996",0.53
"2019","diplosp","c.11","1996",73.34
"2031","dixa","c.11","1996",0.39
"2043","dolicho","c.11","1996",0
"2055","dolophil","c.11","1996",0
"2067","ectopria","c.11","1996",0
"2079","elmid","c.11","1996",0
"2091","empid","c.11","1996",0
"2103","epeorus","c.11","1996",4.07
"2115","fattigia","c.11","1996",0.08
"2127","hexatomasp","c.11","1996",0
"2139","hydroptila","c.11","1996",9.93
"2151","isoperla","c.11","1996",11.73
"2163","lanthus","c.11","1996",0
"2175","lepidos","c.11","1996",0.64
"2187","leuctra","c.11","1996",1.32
"2199","limonia","c.11","1996",0
"2211","lype","c.11","1996",0
"2223","malirekus","c.11","1996",0
"2235","molann","c.11","1996",0
"2247","molophilus","c.11","1996",0.51
"2259","nematoda","c.11","1996",0.24
"2271","neophylax","c.11","1996",0.14
"2283","nymphom","c.11","1996",0
"2295","oligo","c.11","1996",0.28
"2307","paralepto","c.11","1996",0
"2319","parapsyche","c.11","1996",92.54
"2331","pediciaA","c.11","1996",0
"2343","pelto","c.11","1996",136.72
"2355","pgoera","c.11","1996",0.9
"2367","pilaria","c.11","1996",0
"2379","pslimnoph","c.11","1996",0
"2391","pycno","c.11","1996",1.31
"2403","rhabdom","c.11","1996",0
"2415","rhyacoph","c.11","1996",0.07
"2427","sciara","c.11","1996",0
"2439","serratella","c.11","1996",6.41
"2451","simulium","c.11","1996",0
"2463","soyedina","c.11","1996",0
"2475","stenonema","c.11","1996",0
"2487","sweltsa","c.11","1996",0
"2499","tanypod","c.11","1996",0.08
"2511","tipula","c.11","1996",0
"2523","turbell","c.11","1996",0.33
"2535","wormsp","c.11","1996",13.06
"1912","acari","d.12","1996",2.33
"1924","amphinem","d.12","1996",29
"1936","anchytar","d.12","1996",0
"1948","baetis","d.12","1996",0
"1960","beloneur","d.12","1996",0
"1972","ceratopog","d.12","1996",0.08
"1984","chironomid","d.12","1996",16.77
"1996","copepod","d.12","1996",0.93
"2008","dicranota","d.12","1996",0.72
"2020","diplosp","d.12","1996",20.6
"2032","dixa","d.12","1996",0.54
"2044","dolicho","d.12","1996",0
"2056","dolophil","d.12","1996",0
"2068","ectopria","d.12","1996",7.14
"2080","elmid","d.12","1996",0
"2092","empid","d.12","1996",0
"2104","epeorus","d.12","1996",0
"2116","fattigia","d.12","1996",0
"2128","hexatomasp","d.12","1996",0
"2140","hydroptila","d.12","1996",19.81
"2152","isoperla","d.12","1996",3.25
"2164","lanthus","d.12","1996",0
"2176","lepidos","d.12","1996",21.83
"2188","leuctra","d.12","1996",0.09
"2200","limonia","d.12","1996",0
"2212","lype","d.12","1996",0
"2224","malirekus","d.12","1996",0.04
"2236","molann","d.12","1996",0
"2248","molophilus","d.12","1996",0
"2260","nematoda","d.12","1996",0.22
"2272","neophylax","d.12","1996",0
"2284","nymphom","d.12","1996",0
"2296","oligo","d.12","1996",0.54
"2308","paralepto","d.12","1996",0
"2320","parapsyche","d.12","1996",0
"2332","pediciaA","d.12","1996",0
"2344","pelto","d.12","1996",39.45
"2356","pgoera","d.12","1996",0.38
"2368","pilaria","d.12","1996",0
"2380","pslimnoph","d.12","1996",0
"2392","pycno","d.12","1996",22.7
"2404","rhabdom","d.12","1996",0
"2416","rhyacoph","d.12","1996",117.84
"2428","sciara","d.12","1996",0
"2440","serratella","d.12","1996",8.68
"2452","simulium","d.12","1996",0
"2464","soyedina","d.12","1996",0
"2476","stenonema","d.12","1996",0
"2488","sweltsa","d.12","1996",0
"2500","tanypod","d.12","1996",0
"2512","tipula","d.12","1996",0
"2524","turbell","d.12","1996",0
"2536","wormsp","d.12","1996",14.52
"1913","acari","e.1","1996",2.13
"1925","amphinem","e.1","1996",21.73
"1937","anchytar","e.1","1996",0
"1949","baetis","e.1","1996",0
"1961","beloneur","e.1","1996",11.26
"1973","ceratopog","e.1","1996",1.21
"1985","chironomid","e.1","1996",24.01
"1997","copepod","e.1","1996",1.26
"2009","dicranota","e.1","1996",6.26
"2021","diplosp","e.1","1996",1.31
"2033","dixa","e.1","1996",0
"2045","dolicho","e.1","1996",0
"2057","dolophil","e.1","1996",0
"2069","ectopria","e.1","1996",0
"2081","elmid","e.1","1996",0
"2093","empid","e.1","1996",0
"2105","epeorus","e.1","1996",8.13
"2117","fattigia","e.1","1996",0
"2129","hexatomasp","e.1","1996",0.08
"2141","hydroptila","e.1","1996",19.81
"2153","isoperla","e.1","1996",12.86
"2165","lanthus","e.1","1996",0
"2177","lepidos","e.1","1996",0
"2189","leuctra","e.1","1996",3.72
"2201","limonia","e.1","1996",0
"2213","lype","e.1","1996",0
"2225","malirekus","e.1","1996",0
"2237","molann","e.1","1996",0
"2249","molophilus","e.1","1996",0
"2261","nematoda","e.1","1996",0.12
"2273","neophylax","e.1","1996",0
"2285","nymphom","e.1","1996",0.08
"2297","oligo","e.1","1996",0.19
"2309","paralepto","e.1","1996",0
"2321","parapsyche","e.1","1996",147.14
"2333","pediciaA","e.1","1996",0
"2345","pelto","e.1","1996",26.96
"2357","pgoera","e.1","1996",0.1
"2369","pilaria","e.1","1996",0
"2381","pslimnoph","e.1","1996",0
"2393","pycno","e.1","1996",1.64
"2405","rhabdom","e.1","1996",0
"2417","rhyacoph","e.1","1996",3.66
"2429","sciara","e.1","1996",0
"2441","serratella","e.1","1996",12.29
"2453","simulium","e.1","1996",0
"2465","soyedina","e.1","1996",0
"2477","stenonema","e.1","1996",2.81
"2489","sweltsa","e.1","1996",0
"2501","tanypod","e.1","1996",0
"2513","tipula","e.1","1996",0
"2525","turbell","e.1","1996",0.46
"2537","wormsp","e.1","1996",8.75
"1914","acari","f.2","1996",2.68
"1926","amphinem","f.2","1996",0.42
"1938","anchytar","f.2","1996",0
"1950","baetis","f.2","1996",0
"1962","beloneur","f.2","1996",0
"1974","ceratopog","f.2","1996",3.06
"1986","chironomid","f.2","1996",23.56
"1998","copepod","f.2","1996",0.59
"2010","dicranota","f.2","1996",6.76
"2022","diplosp","f.2","1996",5.3
"2034","dixa","f.2","1996",0
"2046","dolicho","f.2","1996",0
"2058","dolophil","f.2","1996",0
"2070","ectopria","f.2","1996",0
"2082","elmid","f.2","1996",0
"2094","empid","f.2","1996",0
"2106","epeorus","f.2","1996",0
"2118","fattigia","f.2","1996",0
"2130","hexatomasp","f.2","1996",0
"2142","hydroptila","f.2","1996",12.39
"2154","isoperla","f.2","1996",9.29
"2166","lanthus","f.2","1996",0
"2178","lepidos","f.2","1996",0.12
"2190","leuctra","f.2","1996",0.58
"2202","limonia","f.2","1996",0
"2214","lype","f.2","1996",0
"2226","malirekus","f.2","1996",0
"2238","molann","f.2","1996",0
"2250","molophilus","f.2","1996",0
"2262","nematoda","f.2","1996",0.04
"2274","neophylax","f.2","1996",0.14
"2286","nymphom","f.2","1996",0
"2298","oligo","f.2","1996",0.06
"2310","paralepto","f.2","1996",1.38
"2322","parapsyche","f.2","1996",108.28
"2334","pediciaA","f.2","1996",0
"2346","pelto","f.2","1996",34.97
"2358","pgoera","f.2","1996",3.38
"2370","pilaria","f.2","1996",0
"2382","pslimnoph","f.2","1996",0
"2394","pycno","f.2","1996",0
"2406","rhabdom","f.2","1996",0
"2418","rhyacoph","f.2","1996",14.6
"2430","sciara","f.2","1996",0
"2442","serratella","f.2","1996",38.18
"2454","simulium","f.2","1996",0.04
"2466","soyedina","f.2","1996",0
"2478","stenonema","f.2","1996",0
"2490","sweltsa","f.2","1996",0
"2502","tanypod","f.2","1996",0.03
"2514","tipula","f.2","1996",0
"2526","turbell","f.2","1996",0
"2538","wormsp","f.2","1996",2.55
"1915","acari","g.3","1996",2.56
"1927","amphinem","g.3","1996",1.77
"1939","anchytar","g.3","1996",2.31
"1951","baetis","g.3","1996",2.24
"1963","beloneur","g.3","1996",0.12
"1975","ceratopog","g.3","1996",5.37
"1987","chironomid","g.3","1996",29.27
"1999","copepod","g.3","1996",0.37
"2011","dicranota","g.3","1996",0.72
"2023","diplosp","g.3","1996",0
"2035","dixa","g.3","1996",0
"2047","dolicho","g.3","1996",0
"2059","dolophil","g.3","1996",0
"2071","ectopria","g.3","1996",28.69
"2083","elmid","g.3","1996",0
"2095","empid","g.3","1996",0.12
"2107","epeorus","g.3","1996",17.12
"2119","fattigia","g.3","1996",0
"2131","hexatomasp","g.3","1996",1.27
"2143","hydroptila","g.3","1996",2.46
"2155","isoperla","g.3","1996",0
"2167","lanthus","g.3","1996",0
"2179","lepidos","g.3","1996",0
"2191","leuctra","g.3","1996",0.13
"2203","limonia","g.3","1996",0
"2215","lype","g.3","1996",0
"2227","malirekus","g.3","1996",0
"2239","molann","g.3","1996",0
"2251","molophilus","g.3","1996",0
"2263","nematoda","g.3","1996",0.1
"2275","neophylax","g.3","1996",1.73
"2287","nymphom","g.3","1996",0
"2299","oligo","g.3","1996",0.04
"2311","paralepto","g.3","1996",0
"2323","parapsyche","g.3","1996",499.89
"2335","pediciaA","g.3","1996",0
"2347","pelto","g.3","1996",59.03
"2359","pgoera","g.3","1996",0.68
"2371","pilaria","g.3","1996",0
"2383","pslimnoph","g.3","1996",0
"2395","pycno","g.3","1996",0
"2407","rhabdom","g.3","1996",0
"2419","rhyacoph","g.3","1996",19.29
"2431","sciara","g.3","1996",2.59
"2443","serratella","g.3","1996",78.33
"2455","simulium","g.3","1996",0.87
"2467","soyedina","g.3","1996",0
"2479","stenonema","g.3","1996",0
"2491","sweltsa","g.3","1996",0
"2503","tanypod","g.3","1996",0.95
"2515","tipula","g.3","1996",0
"2527","turbell","g.3","1996",0.38
"2539","wormsp","g.3","1996",0.41
"1916","acari","h.4","1996",2.7
"1928","amphinem","h.4","1996",1.86
"1940","anchytar","h.4","1996",0
"1952","baetis","h.4","1996",0.08
"1964","beloneur","h.4","1996",4.31
"1976","ceratopog","h.4","1996",12.72
"1988","chironomid","h.4","1996",72.26
"2000","copepod","h.4","1996",1.29
"2012","dicranota","h.4","1996",0
"2024","diplosp","h.4","1996",5.8
"2036","dixa","h.4","1996",0.04
"2048","dolicho","h.4","1996",0
"2060","dolophil","h.4","1996",0
"2072","ectopria","h.4","1996",0
"2084","elmid","h.4","1996",0
"2096","empid","h.4","1996",0.87
"2108","epeorus","h.4","1996",0
"2120","fattigia","h.4","1996",0.54
"2132","hexatomasp","h.4","1996",0
"2144","hydroptila","h.4","1996",2.46
"2156","isoperla","h.4","1996",5.84
"2168","lanthus","h.4","1996",0
"2180","lepidos","h.4","1996",0.45
"2192","leuctra","h.4","1996",15.35
"2204","limonia","h.4","1996",0
"2216","lype","h.4","1996",0
"2228","malirekus","h.4","1996",0
"2240","molann","h.4","1996",0
"2252","molophilus","h.4","1996",0
"2264","nematoda","h.4","1996",0
"2276","neophylax","h.4","1996",0.53
"2288","nymphom","h.4","1996",0
"2300","oligo","h.4","1996",0.96
"2312","paralepto","h.4","1996",0
"2324","parapsyche","h.4","1996",52.31
"2336","pediciaA","h.4","1996",0
"2348","pelto","h.4","1996",435.34
"2360","pgoera","h.4","1996",47.5
"2372","pilaria","h.4","1996",0
"2384","pslimnoph","h.4","1996",0
"2396","pycno","h.4","1996",0
"2408","rhabdom","h.4","1996",0
"2420","rhyacoph","h.4","1996",26.54
"2432","sciara","h.4","1996",0
"2444","serratella","h.4","1996",77.25
"2456","simulium","h.4","1996",0
"2468","soyedina","h.4","1996",0
"2480","stenonema","h.4","1996",0
"2492","sweltsa","h.4","1996",0
"2504","tanypod","h.4","1996",0
"2516","tipula","h.4","1996",0
"2528","turbell","h.4","1996",0
"2540","wormsp","h.4","1996",5.01
"1917","acari","i.5","1996",6.93
"1929","amphinem","i.5","1996",14.43
"1941","anchytar","i.5","1996",0.51
"1953","baetis","i.5","1996",4.89
"1965","beloneur","i.5","1996",1.42
"1977","ceratopog","i.5","1996",8.01
"1989","chironomid","i.5","1996",51.93
"2001","copepod","i.5","1996",1.53
"2013","dicranota","i.5","1996",0
"2025","diplosp","i.5","1996",22.76
"2037","dixa","i.5","1996",0.22
"2049","dolicho","i.5","1996",0
"2061","dolophil","i.5","1996",0
"2073","ectopria","i.5","1996",8.32
"2085","elmid","i.5","1996",0
"2097","empid","i.5","1996",2.25
"2109","epeorus","i.5","1996",0
"2121","fattigia","i.5","1996",0
"2133","hexatomasp","i.5","1996",0
"2145","hydroptila","i.5","1996",9.88
"2157","isoperla","i.5","1996",43.03
"2169","lanthus","i.5","1996",0
"2181","lepidos","i.5","1996",0
"2193","leuctra","i.5","1996",6.2
"2205","limonia","i.5","1996",0
"2217","lype","i.5","1996",0
"2229","malirekus","i.5","1996",0
"2241","molann","i.5","1996",0
"2253","molophilus","i.5","1996",0
"2265","nematoda","i.5","1996",0.67
"2277","neophylax","i.5","1996",0
"2289","nymphom","i.5","1996",0.31
"2301","oligo","i.5","1996",0.11
"2313","paralepto","i.5","1996",0
"2325","parapsyche","i.5","1996",888.19
"2337","pediciaA","i.5","1996",0
"2349","pelto","i.5","1996",0.58
"2361","pgoera","i.5","1996",4.38
"2373","pilaria","i.5","1996",0
"2385","pslimnoph","i.5","1996",0
"2397","pycno","i.5","1996",0
"2409","rhabdom","i.5","1996",0
"2421","rhyacoph","i.5","1996",48.42
"2433","sciara","i.5","1996",0
"2445","serratella","i.5","1996",328.66
"2457","simulium","i.5","1996",4.41
"2469","soyedina","i.5","1996",0
"2481","stenonema","i.5","1996",0
"2493","sweltsa","i.5","1996",0
"2505","tanypod","i.5","1996",0.16
"2517","tipula","i.5","1996",0
"2529","turbell","i.5","1996",0
"2541","wormsp","i.5","1996",1.12
"1918","acari","j.6","1996",5.98
"1930","amphinem","j.6","1996",24.21
"1942","anchytar","j.6","1996",15.33
"1954","baetis","j.6","1996",4.41
"1966","beloneur","j.6","1996",25.72
"1978","ceratopog","j.6","1996",14.14
"1990","chironomid","j.6","1996",7.32
"2002","copepod","j.6","1996",0.4
"2014","dicranota","j.6","1996",1.09
"2026","diplosp","j.6","1996",0.11
"2038","dixa","j.6","1996",0.07
"2050","dolicho","j.6","1996",0
"2062","dolophil","j.6","1996",0
"2074","ectopria","j.6","1996",0
"2086","elmid","j.6","1996",0
"2098","empid","j.6","1996",0.06
"2110","epeorus","j.6","1996",0
"2122","fattigia","j.6","1996",0
"2134","hexatomasp","j.6","1996",0.08
"2146","hydroptila","j.6","1996",0
"2158","isoperla","j.6","1996",0.15
"2170","lanthus","j.6","1996",0
"2182","lepidos","j.6","1996",0.68
"2194","leuctra","j.6","1996",0.53
"2206","limonia","j.6","1996",0
"2218","lype","j.6","1996",0
"2230","malirekus","j.6","1996",0
"2242","molann","j.6","1996",0
"2254","molophilus","j.6","1996",0
"2266","nematoda","j.6","1996",0.44
"2278","neophylax","j.6","1996",4.11
"2290","nymphom","j.6","1996",0
"2302","oligo","j.6","1996",0.04
"2314","paralepto","j.6","1996",0
"2326","parapsyche","j.6","1996",739.35
"2338","pediciaA","j.6","1996",0
"2350","pelto","j.6","1996",13.03
"2362","pgoera","j.6","1996",0.42
"2374","pilaria","j.6","1996",0
"2386","pslimnoph","j.6","1996",0
"2398","pycno","j.6","1996",0
"2410","rhabdom","j.6","1996",0
"2422","rhyacoph","j.6","1996",31.43
"2434","sciara","j.6","1996",0.24
"2446","serratella","j.6","1996",0
"2458","simulium","j.6","1996",107.19
"2470","soyedina","j.6","1996",0
"2482","stenonema","j.6","1996",0
"2494","sweltsa","j.6","1996",0
"2506","tanypod","j.6","1996",0
"2518","tipula","j.6","1996",0
"2530","turbell","j.6","1996",0.38
"2542","wormsp","j.6","1996",12.63
"1919","acari","k.7","1996",3.96
"1931","amphinem","k.7","1996",13.76
"1943","anchytar","k.7","1996",0
"1955","baetis","k.7","1996",10.31
"1967","beloneur","k.7","1996",0
"1979","ceratopog","k.7","1996",0.71
"1991","chironomid","k.7","1996",14.53
"2003","copepod","k.7","1996",0.36
"2015","dicranota","k.7","1996",2.95
"2027","diplosp","k.7","1996",3.12
"2039","dixa","k.7","1996",0.02
"2051","dolicho","k.7","1996",0
"2063","dolophil","k.7","1996",0
"2075","ectopria","k.7","1996",19.95
"2087","elmid","k.7","1996",0
"2099","empid","k.7","1996",0
"2111","epeorus","k.7","1996",0.37
"2123","fattigia","k.7","1996",0
"2135","hexatomasp","k.7","1996",0
"2147","hydroptila","k.7","1996",0
"2159","isoperla","k.7","1996",0.3
"2171","lanthus","k.7","1996",0
"2183","lepidos","k.7","1996",0.31
"2195","leuctra","k.7","1996",1.22
"2207","limonia","k.7","1996",0
"2219","lype","k.7","1996",0
"2231","malirekus","k.7","1996",0
"2243","molann","k.7","1996",0
"2255","molophilus","k.7","1996",0
"2267","nematoda","k.7","1996",0.17
"2279","neophylax","k.7","1996",0
"2291","nymphom","k.7","1996",0
"2303","oligo","k.7","1996",0.01
"2315","paralepto","k.7","1996",0.17
"2327","parapsyche","k.7","1996",331.27
"2339","pediciaA","k.7","1996",0
"2351","pelto","k.7","1996",10.31
"2363","pgoera","k.7","1996",0.1
"2375","pilaria","k.7","1996",0
"2387","pslimnoph","k.7","1996",0
"2399","pycno","k.7","1996",0
"2411","rhabdom","k.7","1996",0
"2423","rhyacoph","k.7","1996",0.25
"2435","sciara","k.7","1996",0
"2447","serratella","k.7","1996",0.15
"2459","simulium","k.7","1996",4.71
"2471","soyedina","k.7","1996",0
"2483","stenonema","k.7","1996",0
"2495","sweltsa","k.7","1996",0
"2507","tanypod","k.7","1996",0.77
"2519","tipula","k.7","1996",0
"2531","turbell","k.7","1996",0
"2543","wormsp","k.7","1996",5.08
"1920","acari","l.8","1996",5.14
"1932","amphinem","l.8","1996",22.48
"1944","anchytar","l.8","1996",0
"1956","baetis","l.8","1996",0
"1968","beloneur","l.8","1996",0
"1980","ceratopog","l.8","1996",0
"1992","chironomid","l.8","1996",5.35
"2004","copepod","l.8","1996",0.24
"2016","dicranota","l.8","1996",3.94
"2028","diplosp","l.8","1996",10.14
"2040","dixa","l.8","1996",0.01
"2052","dolicho","l.8","1996",0
"2064","dolophil","l.8","1996",0
"2076","ectopria","l.8","1996",2.91
"2088","elmid","l.8","1996",0
"2100","empid","l.8","1996",0
"2112","epeorus","l.8","1996",0
"2124","fattigia","l.8","1996",0
"2136","hexatomasp","l.8","1996",0
"2148","hydroptila","l.8","1996",26.39
"2160","isoperla","l.8","1996",1.18
"2172","lanthus","l.8","1996",0.38
"2184","lepidos","l.8","1996",0.44
"2196","leuctra","l.8","1996",0.04
"2208","limonia","l.8","1996",0
"2220","lype","l.8","1996",0.2
"2232","malirekus","l.8","1996",0
"2244","molann","l.8","1996",0
"2256","molophilus","l.8","1996",0
"2268","nematoda","l.8","1996",0.43
"2280","neophylax","l.8","1996",0
"2292","nymphom","l.8","1996",0
"2304","oligo","l.8","1996",0.43
"2316","paralepto","l.8","1996",0
"2328","parapsyche","l.8","1996",313.4
"2340","pediciaA","l.8","1996",0
"2352","pelto","l.8","1996",75.97
"2364","pgoera","l.8","1996",0.45
"2376","pilaria","l.8","1996",0
"2388","pslimnoph","l.8","1996",0
"2400","pycno","l.8","1996",0
"2412","rhabdom","l.8","1996",0
"2424","rhyacoph","l.8","1996",0.49
"2436","sciara","l.8","1996",0.58
"2448","serratella","l.8","1996",9.09
"2460","simulium","l.8","1996",1.23
"2472","soyedina","l.8","1996",0.1
"2484","stenonema","l.8","1996",0
"2496","sweltsa","l.8","1996",0
"2508","tanypod","l.8","1996",0.05
"2520","tipula","l.8","1996",0
"2532","turbell","l.8","1996",0
"2544","wormsp","l.8","1996",1.09
"2545","acari","a.9","1997",1.06
"2557","amphinem","a.9","1997",17.92
"2569","anchytar","a.9","1997",0
"2581","baetis","a.9","1997",1.86
"2593","beloneur","a.9","1997",2.64
"2605","ceratopog","a.9","1997",1.13
"2617","chironomid","a.9","1997",9.79
"2629","copepod","a.9","1997",0
"2641","dicranota","a.9","1997",0.53
"2653","diplosp","a.9","1997",3.35
"2665","dixa","a.9","1997",0.11
"2677","dolicho","a.9","1997",0
"2689","dolophil","a.9","1997",0
"2701","ectopria","a.9","1997",13.94
"2713","elmid","a.9","1997",0.06
"2725","empid","a.9","1997",0.06
"2737","epeorus","a.9","1997",17
"2749","fattigia","a.9","1997",0
"2761","hexatomasp","a.9","1997",0
"2773","hydroptila","a.9","1997",0
"2785","isoperla","a.9","1997",0.89
"2797","lanthus","a.9","1997",0
"2809","lepidos","a.9","1997",0.06
"2821","leuctra","a.9","1997",0.28
"2833","limonia","a.9","1997",0
"2845","lype","a.9","1997",0
"2857","malirekus","a.9","1997",0
"2869","molann","a.9","1997",0
"2881","molophilus","a.9","1997",0
"2893","nematoda","a.9","1997",0.02
"2905","neophylax","a.9","1997",0
"2917","nymphom","a.9","1997",0
"2929","oligo","a.9","1997",0.05
"2941","paralepto","a.9","1997",0.06
"2953","parapsyche","a.9","1997",329.24
"2965","pediciaA","a.9","1997",0
"2977","pelto","a.9","1997",54.77
"2989","pgoera","a.9","1997",0.4
"3001","pilaria","a.9","1997",0
"3013","pslimnoph","a.9","1997",0
"3025","pycno","a.9","1997",0
"3037","rhabdom","a.9","1997",0
"3049","rhyacoph","a.9","1997",3.06
"3061","sciara","a.9","1997",0
"3073","serratella","a.9","1997",3.35
"3085","simulium","a.9","1997",2.92
"3097","soyedina","a.9","1997",0
"3109","stenonema","a.9","1997",0.32
"3121","sweltsa","a.9","1997",0
"3133","tanypod","a.9","1997",0.44
"3145","tipula","a.9","1997",0
"3157","turbell","a.9","1997",0
"3169","wormsp","a.9","1997",1.45
"2546","acari","b.10","1997",2.79
"2558","amphinem","b.10","1997",11.44
"2570","anchytar","b.10","1997",0
"2582","baetis","b.10","1997",0
"2594","beloneur","b.10","1997",22.53
"2606","ceratopog","b.10","1997",4.74
"2618","chironomid","b.10","1997",3.41
"2630","copepod","b.10","1997",0.07
"2642","dicranota","b.10","1997",0
"2654","diplosp","b.10","1997",7.59
"2666","dixa","b.10","1997",0.36
"2678","dolicho","b.10","1997",0
"2690","dolophil","b.10","1997",0
"2702","ectopria","b.10","1997",13.94
"2714","elmid","b.10","1997",0
"2726","empid","b.10","1997",0.53
"2738","epeorus","b.10","1997",0
"2750","fattigia","b.10","1997",0
"2762","hexatomasp","b.10","1997",0
"2774","hydroptila","b.10","1997",2.46
"2786","isoperla","b.10","1997",1.07
"2798","lanthus","b.10","1997",0
"2810","lepidos","b.10","1997",3.26
"2822","leuctra","b.10","1997",1.81
"2834","limonia","b.10","1997",0
"2846","lype","b.10","1997",0
"2858","malirekus","b.10","1997",0.24
"2870","molann","b.10","1997",0
"2882","molophilus","b.10","1997",0
"2894","nematoda","b.10","1997",0.36
"2906","neophylax","b.10","1997",0
"2918","nymphom","b.10","1997",0
"2930","oligo","b.10","1997",0.01
"2942","paralepto","b.10","1997",0
"2954","parapsyche","b.10","1997",116.18
"2966","pediciaA","b.10","1997",0
"2978","pelto","b.10","1997",149.69
"2990","pgoera","b.10","1997",0
"3002","pilaria","b.10","1997",0
"3014","pslimnoph","b.10","1997",0
"3026","pycno","b.10","1997",0
"3038","rhabdom","b.10","1997",0
"3050","rhyacoph","b.10","1997",0
"3062","sciara","b.10","1997",0
"3074","serratella","b.10","1997",2.14
"3086","simulium","b.10","1997",2.87
"3098","soyedina","b.10","1997",0
"3110","stenonema","b.10","1997",0
"3122","sweltsa","b.10","1997",0
"3134","tanypod","b.10","1997",0.27
"3146","tipula","b.10","1997",0
"3158","turbell","b.10","1997",0.33
"3170","wormsp","b.10","1997",15.12
"2547","acari","c.11","1997",0.75
"2559","amphinem","c.11","1997",17.26
"2571","anchytar","c.11","1997",0
"2583","baetis","c.11","1997",0
"2595","beloneur","c.11","1997",0
"2607","ceratopog","c.11","1997",0.57
"2619","chironomid","c.11","1997",11.02
"2631","copepod","c.11","1997",0.1
"2643","dicranota","c.11","1997",0.58
"2655","diplosp","c.11","1997",3.03
"2667","dixa","c.11","1997",0.04
"2679","dolicho","c.11","1997",0
"2691","dolophil","c.11","1997",0
"2703","ectopria","c.11","1997",0
"2715","elmid","c.11","1997",0
"2727","empid","c.11","1997",0.12
"2739","epeorus","c.11","1997",21.19
"2751","fattigia","c.11","1997",0
"2763","hexatomasp","c.11","1997",3.24
"2775","hydroptila","c.11","1997",0
"2787","isoperla","c.11","1997",4.89
"2799","lanthus","c.11","1997",0
"2811","lepidos","c.11","1997",0.06
"2823","leuctra","c.11","1997",1.84
"2835","limonia","c.11","1997",0
"2847","lype","c.11","1997",0
"2859","malirekus","c.11","1997",0
"2871","molann","c.11","1997",0
"2883","molophilus","c.11","1997",0
"2895","nematoda","c.11","1997",0
"2907","neophylax","c.11","1997",0
"2919","nymphom","c.11","1997",0
"2931","oligo","c.11","1997",0.3
"2943","paralepto","c.11","1997",0
"2955","parapsyche","c.11","1997",67.33
"2967","pediciaA","c.11","1997",0
"2979","pelto","c.11","1997",69.41
"2991","pgoera","c.11","1997",0.38
"3003","pilaria","c.11","1997",0
"3015","pslimnoph","c.11","1997",0
"3027","pycno","c.11","1997",0
"3039","rhabdom","c.11","1997",0
"3051","rhyacoph","c.11","1997",16.28
"3063","sciara","c.11","1997",0
"3075","serratella","c.11","1997",3.35
"3087","simulium","c.11","1997",0
"3099","soyedina","c.11","1997",0
"3111","stenonema","c.11","1997",0
"3123","sweltsa","c.11","1997",0
"3135","tanypod","c.11","1997",0.5
"3147","tipula","c.11","1997",0
"3159","turbell","c.11","1997",0.08
"3171","wormsp","c.11","1997",2.4
"2548","acari","d.12","1997",0.43
"2560","amphinem","d.12","1997",0.1
"2572","anchytar","d.12","1997",0
"2584","baetis","d.12","1997",0
"2596","beloneur","d.12","1997",0
"2608","ceratopog","d.12","1997",0.26
"2620","chironomid","d.12","1997",8.42
"2632","copepod","d.12","1997",0
"2644","dicranota","d.12","1997",0.04
"2656","diplosp","d.12","1997",1.22
"2668","dixa","d.12","1997",0
"2680","dolicho","d.12","1997",0
"2692","dolophil","d.12","1997",0
"2704","ectopria","d.12","1997",0
"2716","elmid","d.12","1997",0
"2728","empid","d.12","1997",0.06
"2740","epeorus","d.12","1997",0
"2752","fattigia","d.12","1997",0
"2764","hexatomasp","d.12","1997",0
"2776","hydroptila","d.12","1997",0
"2788","isoperla","d.12","1997",0
"2800","lanthus","d.12","1997",0
"2812","lepidos","d.12","1997",0.06
"2824","leuctra","d.12","1997",0
"2836","limonia","d.12","1997",0
"2848","lype","d.12","1997",0
"2860","malirekus","d.12","1997",0
"2872","molann","d.12","1997",0
"2884","molophilus","d.12","1997",0
